				In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone
Medium	Trial     6	C3	0:28:00-0:29:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     6	C3	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     6	C3	0:30:00-0:31:00	60	1	60	100	3.68286	14	51.56	85.9333	0.649231	13	8.44	14.0667
Medium	Trial     6	C3	0:31:00-0:32:00	60	1	60	100	6.94857	7	48.64	81.0667	1.89333	6	11.36	18.9333
Medium	Trial     6	C3	0:32:00-0:33:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     6	C3	0:33:00-0:34:00	60	1	60	100	2.91333	12	34.96	58.2667	2.08667	12	25.04	41.7333
Medium	Trial     6	C3	0:34:00-0:35:00	60	1	60	100	16.9467	3	50.84	84.7333	3.05333	3	9.16	15.2667
Medium	Trial     6	C3	0:35:00-0:36:00	60	1	60	100	0.76	2	1.52	2.53333	29.24	2	58.48	97.4667
Medium	Trial     6	C3	0:36:00-0:37:00	60	1	60	100	19.36	2	38.72	64.5333	7.09333	3	21.28	35.4667
Medium	Trial     6	C3	0:37:00-0:38:00	60	1	60	100	6.50667	6	39.04	65.0667	3.49333	6	20.96	34.9333
Medium	Trial     6	C3	0:38:00-0:39:00	60	1	60	100	29.96	2	59.92	99.8667	0.08	1	0.08	0.133333
Medium	Trial     6	C3	0:39:00-0:40:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     6	C3	0:40:00-0:41:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     6	C3	0:41:00-0:42:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
Medium	Trial     6	C3	0:42:00-0:43:00	60	1	60	100	29.94	2	59.88	99.8	0.12	1	0.12	0.2
Medium	Trial     6	C3	0:43:00-0:44:00	60	1	60	100	17.1867	3	51.56	85.9333	4.22	2	8.44	14.0667
Medium	Trial     6	C3	0:44:00-0:45:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	Start-0:01:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:01:00-0:02:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:02:00-0:03:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:03:00-0:04:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:04:00-0:05:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:05:00-0:06:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:06:00-0:07:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:07:00-0:08:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:08:00-0:09:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:09:00-0:10:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:10:00-0:11:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:11:00-0:12:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:12:00-0:13:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:13:00-0:14:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A1	0:14:00-0:15:00	38.96	1	38.96	64.9333	38.68	1	38.68	64.4667	0.28	1	0.28	0.466667
Vehicle	Trial     1	A1	0:15:00-0:16:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:16:00-0:17:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:17:00-0:18:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:18:00-0:19:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:19:00-0:20:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:20:00-0:21:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:21:00-0:22:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:22:00-0:23:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:23:00-0:24:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:24:00-0:25:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:25:00-0:26:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:26:00-0:27:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:27:00-0:28:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:28:00-0:29:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:30:00-0:31:00	60	1	60	100	8.32	1	8.32	13.8667	51.68	1	51.68	86.1333
Vehicle	Trial     1	A1	0:31:00-0:32:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A1	0:32:00-0:33:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A1	0:33:00-0:34:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A1	0:34:00-0:35:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A1	0:35:00-0:36:00	29.94	2	59.88	99.8	29.78	2	59.56	99.2667	0.32	1	0.32	0.533333
Vehicle	Trial     1	A1	0:36:00-0:37:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:37:00-0:38:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:38:00-0:39:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:39:00-0:40:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Vehicle	Trial     1	A1	0:40:00-0:41:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:43:00-0:44:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A1	0:44:00-0:45:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	A2	Start-0:01:00	60	1	60	100	14.93	4	59.72	99.5333	0.12	2	0.24	0.4
Vehicle	Trial     1	A2	0:01:00-0:02:00	60	1	60	100	4.57846	13	59.52	99.2	0.04	11	0.44	0.733333
Vehicle	Trial     1	A2	0:02:00-0:03:00	60	1	60	100	4.24857	14	59.48	99.1333	0.04	10	0.4	0.666667
Vehicle	Trial     1	A2	0:03:00-0:04:00	60	1	60	100	3.96267	15	59.44	99.0667	0.04	11	0.44	0.733333
Vehicle	Trial     1	A2	0:04:00-0:05:00	60	1	60	100	2.46167	24	59.08	98.4667	0.04	18	0.72	1.2
Vehicle	Trial     1	A2	0:05:00-0:06:00	29.96	2	59.92	99.8667	2.46	24	59.04	98.4	0.04	16	0.64	1.06667
Vehicle	Trial     1	A2	0:06:00-0:07:00	60	1	60	100	2.18222	27	58.92	98.2	0.0418182	22	0.92	1.53333
Vehicle	Trial     1	A2	0:07:00-0:08:00	29.98	2	59.96	99.9333	2.36	25	59	98.3333	0.04	22	0.88	1.46667
Vehicle	Trial     1	A2	0:08:00-0:09:00	29.96	2	59.92	99.8667	1.96	30	58.8	98	0.04	26	1.04	1.73333
Vehicle	Trial     1	A2	0:09:00-0:10:00	29.94	2	59.88	99.8	2.02483	29	58.72	97.8667	0.0416667	24	1	1.66667
Vehicle	Trial     1	A2	0:10:00-0:11:00	60	1	60	100	1.89677	31	58.8	98	0.04	23	0.92	1.53333
Vehicle	Trial     1	A2	0:11:00-0:12:00	60	1	60	100	2.68909	22	59.16	98.6	0.04	17	0.68	1.13333
Vehicle	Trial     1	A2	0:12:00-0:13:00	29.98	2	59.96	99.9333	1.54	38	58.52	97.5333	0.04	30	1.2	2
Vehicle	Trial     1	A2	0:13:00-0:14:00	60	1	60	100	1.67429	35	58.6	97.6667	0.04	26	1.04	1.73333
Vehicle	Trial     1	A2	0:14:00-0:15:00	60	1	60	100	1.835	32	58.72	97.8667	0.04	21	0.84	1.4
Vehicle	Trial     1	A2	0:15:00-0:16:00	60	1	60	100	1.67375	32	53.56	89.2667	0.208	30	6.24	10.4
Vehicle	Trial     1	A2	0:16:00-0:17:00	60	1	60	100	0.68	4	2.72	4.53333	11.456	5	57.28	95.4667
Vehicle	Trial     1	A2	0:17:00-0:18:00	60	1	60	100	1	1	1	1.66667	29.48	2	58.96	98.2667
Vehicle	Trial     1	A2	0:18:00-0:19:00	60	1	60	100	0.8	1	0.8	1.33333	29.6	2	59.2	98.6667
Vehicle	Trial     1	A2	0:19:00-0:20:00	5.32	3	15.96	26.6	NA	0	0	0	5.32	3	15.96	26.6
Vehicle	Trial     1	A2	0:20:00-0:21:00	0.16	3	0.48	0.8	NA	0	0	0	0.16	3	0.48	0.8
Vehicle	Trial     1	A2	0:21:00-0:22:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	A2	0:22:00-0:23:00	0.16	1	0.16	0.266667	NA	0	0	0	0.16	1	0.16	0.266667
Vehicle	Trial     1	A2	0:23:00-0:24:00	0.216	5	1.08	1.8	NA	0	0	0	0.216	5	1.08	1.8
Vehicle	Trial     1	A2	0:24:00-0:25:00	0.213333	6	1.28	2.13333	NA	0	0	0	0.213333	6	1.28	2.13333
Vehicle	Trial     1	A2	0:25:00-0:26:00	0.182857	7	1.28	2.13333	NA	0	0	0	0.182857	7	1.28	2.13333
Vehicle	Trial     1	A2	0:26:00-0:27:00	22.48	2	44.96	74.9333	0.12	4	0.48	0.8	7.41333	6	44.48	74.1333
Vehicle	Trial     1	A2	0:27:00-0:28:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:28:00-0:29:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:29:00-0:30:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:30:00-0:31:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:31:00-0:32:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:32:00-0:33:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:33:00-0:34:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:34:00-0:35:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:35:00-0:36:00	29.94	2	59.88	99.8	NA	0	0	0	29.94	2	59.88	99.8
Vehicle	Trial     1	A2	0:36:00-0:37:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:37:00-0:38:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:38:00-0:39:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:39:00-0:40:00	29.96	2	59.92	99.8667	NA	0	0	0	29.96	2	59.92	99.8667
Vehicle	Trial     1	A2	0:40:00-0:41:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:41:00-0:42:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:42:00-0:43:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:43:00-0:44:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	A2	0:44:00-0:45:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	Start-0:01:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:01:00-0:02:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:02:00-0:03:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:03:00-0:04:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:04:00-0:05:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:05:00-0:06:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:06:00-0:07:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:07:00-0:08:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:08:00-0:09:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:09:00-0:10:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:10:00-0:11:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:11:00-0:12:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:12:00-0:13:00	0.32	2	0.64	1.06667	0.16	1	0.16	0.266667	0.48	1	0.48	0.8
Vehicle	Trial     1	C3	0:13:00-0:14:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:14:00-0:15:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:15:00-0:16:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:16:00-0:17:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:17:00-0:18:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     1	C3	0:18:00-0:19:00	52.76	1	52.76	87.9333	52.6	1	52.6	87.6667	0.16	1	0.16	0.266667
Vehicle	Trial     1	C3	0:19:00-0:20:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	C3	0:20:00-0:21:00	60	1	60	100	29.96	2	59.92	99.8667	0.08	1	0.08	0.133333
Vehicle	Trial     1	C3	0:21:00-0:22:00	60	1	60	100	0.04	8	0.32	0.533333	7.45	8	59.6	99.3333
Vehicle	Trial     1	C3	0:22:00-0:23:00	60	1	60	100	0.04	1	0.04	0.0666667	29.98	2	59.96	99.9333
Vehicle	Trial     1	C3	0:23:00-0:24:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:24:00-0:25:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:25:00-0:26:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:26:00-0:27:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:27:00-0:28:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:28:00-0:29:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:29:00-0:30:00	60	1	60	100	7.16	1	7.16	11.9333	52.84	1	52.84	88.0667
Vehicle	Trial     1	C3	0:30:00-0:31:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	C3	0:31:00-0:32:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     1	C3	0:32:00-0:33:00	60	1	60	100	46.28	1	46.28	77.1333	13.72	1	13.72	22.8667
Vehicle	Trial     1	C3	0:33:00-0:34:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:34:00-0:35:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:35:00-0:36:00	29.94	2	59.88	99.8	NA	0	0	0	29.94	2	59.88	99.8
Vehicle	Trial     1	C3	0:36:00-0:37:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:37:00-0:38:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:38:00-0:39:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:39:00-0:40:00	29.96	2	59.92	99.8667	NA	0	0	0	29.96	2	59.92	99.8667
Vehicle	Trial     1	C3	0:40:00-0:41:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:41:00-0:42:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:42:00-0:43:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:43:00-0:44:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     1	C3	0:44:00-0:45:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	A4	Start-0:01:00	0.226667	9	2.04	3.4	0.226667	9	2.04	3.4	NA	0	0	0
Vehicle	Trial     2	A4	0:01:00-0:02:00	0.614286	14	8.6	14.3333	0.614286	14	8.6	14.3333	NA	0	0	0
Vehicle	Trial     2	A4	0:02:00-0:03:00	0.43	16	6.88	11.4667	0.43	16	6.88	11.4667	NA	0	0	0
Vehicle	Trial     2	A4	0:03:00-0:04:00	0.852308	13	11.08	18.4667	0.852308	13	11.08	18.4667	NA	0	0	0
Vehicle	Trial     2	A4	0:04:00-0:05:00	0.2	4	0.8	1.33333	0.2	4	0.8	1.33333	NA	0	0	0
Vehicle	Trial     2	A4	0:05:00-0:06:00	0.204	10	2.04	3.4	0.204	10	2.04	3.4	NA	0	0	0
Vehicle	Trial     2	A4	0:06:00-0:07:00	0.206667	12	2.48	4.13333	0.206667	12	2.48	4.13333	NA	0	0	0
Vehicle	Trial     2	A4	0:07:00-0:08:00	1.54545	11	17	28.3333	0.766667	12	9.2	15.3333	3.9	2	7.8	13
Vehicle	Trial     2	A4	0:08:00-0:09:00	60	1	60	100	10.832	5	54.16	90.2667	1.16	5	5.8	9.66667
Vehicle	Trial     2	A4	0:09:00-0:10:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:10:00-0:11:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:11:00-0:12:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:12:00-0:13:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:13:00-0:14:00	29.98	2	59.96	99.9333	29.98	2	59.96	99.9333	NA	0	0	0
Vehicle	Trial     2	A4	0:14:00-0:15:00	2.595	8	20.76	34.6	2.595	8	20.76	34.6	NA	0	0	0
Vehicle	Trial     2	A4	0:15:00-0:16:00	26.22	2	52.44	87.4	5.24	3	15.72	26.2	18.36	2	36.72	61.2
Vehicle	Trial     2	A4	0:16:00-0:17:00	29.94	2	59.88	99.8	NA	0	0	0	29.94	2	59.88	99.8
Vehicle	Trial     2	A4	0:17:00-0:18:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	A4	0:18:00-0:19:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	A4	0:19:00-0:20:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	A4	0:20:00-0:21:00	60	1	60	100	1.2275	16	19.64	32.7333	2.37176	17	40.32	67.2
Vehicle	Trial     2	A4	0:21:00-0:22:00	60	1	60	100	1.97714	7	13.84	23.0667	6.59429	7	46.16	76.9333
Vehicle	Trial     2	A4	0:22:00-0:23:00	60	1	60	100	2.08533	15	31.28	52.1333	1.795	16	28.72	47.8667
Vehicle	Trial     2	A4	0:23:00-0:24:00	60	1	60	100	3.635	8	29.08	48.4667	3.43556	9	30.92	51.5333
Vehicle	Trial     2	A4	0:24:00-0:25:00	29.94	2	59.88	99.8	5.4	7	37.8	63	2.76	8	22.08	36.8
Vehicle	Trial     2	A4	0:25:00-0:26:00	60	1	60	100	19.5067	3	58.52	97.5333	0.74	2	1.48	2.46667
Vehicle	Trial     2	A4	0:26:00-0:27:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:27:00-0:28:00	60	1	60	100	14.9	4	59.6	99.3333	0.133333	3	0.4	0.666667
Vehicle	Trial     2	A4	0:28:00-0:29:00	60	1	60	100	29.66	2	59.32	98.8667	0.68	1	0.68	1.13333
Vehicle	Trial     2	A4	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:30:00-0:31:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
Vehicle	Trial     2	A4	0:31:00-0:32:00	60	1	60	100	29.96	2	59.92	99.8667	0.08	1	0.08	0.133333
Vehicle	Trial     2	A4	0:32:00-0:33:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:33:00-0:34:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:34:00-0:35:00	60	1	60	100	14.56	4	58.24	97.0667	0.586667	3	1.76	2.93333
Vehicle	Trial     2	A4	0:35:00-0:36:00	6.11	8	48.88	81.4667	6.11	8	48.88	81.4667	NA	0	0	0
Vehicle	Trial     2	A4	0:36:00-0:37:00	9.832	5	49.16	81.9333	5.36	8	42.88	71.4667	1.56	4	6.24	10.4
Vehicle	Trial     2	A4	0:37:00-0:38:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Vehicle	Trial     2	A4	0:38:00-0:39:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:39:00-0:40:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:40:00-0:41:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:43:00-0:44:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	A4	0:44:00-0:45:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Vehicle	Trial     2	B2	Start-0:01:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     2	B2	0:01:00-0:02:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     2	B2	0:02:00-0:03:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     2	B2	0:03:00-0:04:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     2	B2	0:04:00-0:05:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     2	B2	0:05:00-0:06:00	30.6	1	30.6	51	NA	0	0	0	30.6	1	30.6	51
Vehicle	Trial     2	B2	0:06:00-0:07:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	B2	0:07:00-0:08:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	B2	0:08:00-0:09:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	B2	0:09:00-0:10:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	B2	0:10:00-0:11:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	B2	0:11:00-0:12:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	B2	0:12:00-0:13:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	B2	0:13:00-0:14:00	29.98	2	59.96	99.9333	NA	0	0	0	29.98	2	59.96	99.9333
Vehicle	Trial     2	B2	0:14:00-0:15:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	B2	0:15:00-0:16:00	60	1	60	100	16.7867	3	50.36	83.9333	3.21333	3	9.64	16.0667
Vehicle	Trial     2	B2	0:16:00-0:17:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Vehicle	Trial     2	B2	0:17:00-0:18:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:18:00-0:19:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:19:00-0:20:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:20:00-0:21:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:21:00-0:22:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:22:00-0:23:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:23:00-0:24:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:24:00-0:25:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Vehicle	Trial     2	B2	0:25:00-0:26:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:26:00-0:27:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:27:00-0:28:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:28:00-0:29:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:30:00-0:31:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:31:00-0:32:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:32:00-0:33:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:33:00-0:34:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:34:00-0:35:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:35:00-0:36:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:36:00-0:37:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:37:00-0:38:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Vehicle	Trial     2	B2	0:38:00-0:39:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:39:00-0:40:00	60	1	60	100	60	1	60	100	NA	0	0	0
